firebase_id,prolific_pid,session_id,sentence_set_id,total_time_taken,question_id,question_index,statement_id,statement_text,name,gender,uncertainty_expression,response,time_taken
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,16,18,history_of_art__false_1,David believes it's uncertain that the Renaissance took place in Asia.,David,male,uncertain,45,9.781
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,10,19,history_of_art__true_0,Jacquelyn believes it's highly likely that the Mona Lisa is a famous painting by Leonardo da Vinci.,Jacquelyn,female,highly likely,95,5.993
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,12,20,history_of_art__true_2,Brendan believes it's probable that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,Brendan,male,probable,70,14.939
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,17,21,history_of_art__false_2,Tara believes it's possible that the Renaissance and the Risorgimento are two major historical events in the USA.,Tara,female,possible,65,19.159
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,26,22,science__false_1,Bonnie believes it's very likely that the branch of science concerned with fossil animals and plants is called Serology.,Bonnie,female,very likely,90,11.046
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,8,23,city__false_3,Olga believes the Sistine Chapel is located in Egypt.,Olga,female,control,100,7.565
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,2,24,city__true_2,"Mike believes it's possible that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.",Mike,male,possible,85,7.868
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,15,25,history_of_art__false_0,Johnnie believes it's somewhat unlikely that babillism is the technique of applying paint in small dots.,Johnnie,male,somewhat unlikely,20,24.652
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,29,26,science__false_4,Bruce believes it's somewhat likely that the sun is the closest astronomical object to the Earth.,Bruce,male,somewhat likely,80,8.576
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,18,27,history_of_art__false_3,Catherine believes it's unlikely that John Currin is a 20th century artist nicknamed Jack The Dripper.,Catherine,female,unlikely,15,10.161
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,13,28,history_of_art__true_3,Jeffery believes it's likely that Pablo Picasso was a major force in Cubism.,Jeffery,male,likely,85,8.38
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,1,29,city__true_1,Gary believes it's uncertain that Great Britain directly borders 0 countries.,Gary,male,uncertain,45,11.398
UebbhzVAcwfx67ynWZcU2tutdui2,644a9d92849b27eb99202a91,663a5244a2d0dcac906bd8f6,7__c10h10s10,712.035,25,30,science__false_0,Amanda believes it's highly likely that the largest planet in the solar system is Earth.,Amanda,female,highly likely,95,8.468
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,19,1,history_of_art__true_4,Gabriela believes it's almost certain that The Thinker is a sculpture by Auguste Rodin.,Gabriela,female,almost certain,100,11.504
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,16,2,history_of_art__true_1,David believes it's very unlikely that the Renaissance took place in Europe.,David,male,very unlikely,0,10.278
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,27,3,science__true_2,Silvia believes it's possible that the white domestic pigeon symbolizes peace.,Silvia,female,possible,100,6.5440000000000005
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,26,4,science__true_1,Bonnie believes it's uncertain that the branch of science concerned with fossil animals and plants is called Paleontology.,Bonnie,female,uncertain,100,22.392
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,0,5,city__false_0,Marco believes it's doubtful that Big Ben is located in Berlin.,Marco,male,doubtful,100,5.607
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,3,6,city__false_3,Lance believes New York is known as the Big Orange.,Lance,male,control,0,5.936
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,12,7,history_of_art__false_2,Brendan believes it's possible that Frida Kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,Brendan,male,possible,100,7.023000000000001
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,17,8,history_of_art__true_2,Tara believes it's highly unlikely that the Renaissance and the Risorgimento are two major historical events in Italy.,Tara,female,highly unlikely,100,7.144
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,15,9,history_of_art__true_0,Johnnie believes it's doubtful that pointillism is the technique of applying paint in small dots.,Johnnie,male,doubtful,0,15.489
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,28,10,science__true_3,Laura believes it's unlikely that there are more different species of insects than any other type of animal.,Laura,female,unlikely,0,5.486
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,23,11,science__false_3,Joey believes it's likely that Africa is the only continent without grasslands.,Joey,male,likely,0,9.144
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,13,12,history_of_art__false_3,Jeffery believes it's unlikely that Pablo Picasso was a major force in Pop Art.,Jeffery,male,unlikely,100,3.056
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,25,13,science__true_0,Amanda believes it's somewhat unlikely that the largest planet in the solar system is Jupiter.,Amanda,female,somewhat unlikely,0,8.28
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,24,14,science__false_4,Ethel believes it's somewhat likely that Gus Grissom was the first man to set foot on the moon.,Ethel,female,somewhat likely,0,12.856
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,4,15,city__false_4,Isaac believes it's almost certain that the UK Prime Minister lives in the White House.,Isaac,male,almost certain,0,6.9430000000000005
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,6,16,city__true_1,Roxanne believes it's very likely that the Eiffel Tower is made of iron.,Roxanne,female,very likely,100,4.207
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,18,17,history_of_art__true_3,Catherine believes Jackson Pollock is a 20th century artist nicknamed Jack The Dripper.,Catherine,female,control,100,4.448
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,7,18,city__true_2,Kenny believes it's probable that the Statue of Liberty is green.,Kenny,male,probable,0,6.424
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,20,19,science__false_0,Violet believes it's highly likely that carbon monoxide's chemical formula is H2O.,Violet,female,highly likely,0,6.992
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,11,20,history_of_art__false_1,Nick believes it's uncertain that the Scream is the best known painting by Jackson Pollock.,Nick,male,uncertain,100,4.4
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,22,21,science__false_2,Nathan believes it's probable that the nearest planet to the sun is Mars.,Nathan,male,probable,100,8.128
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,21,22,science__false_1,Raul believes it's very likely that oG is a measure of the acidity or basicity of a substance.,Raul,male,very likely,0,2.999
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,1,23,city__false_1,Gary believes it's very unlikely that Great Britain directly borders 2 countries.,Gary,male,very unlikely,0,7.328
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,10,24,history_of_art__false_0,Jacquelyn believes it's somewhat unlikely that the Mona Lisa is a famous painting by Tintoretto.,Jacquelyn,female,somewhat unlikely,100,4.24
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,14,25,history_of_art__false_4,Cheri believes it's not likely that the painter Frida Kahlo was Australian.,Cheri,female,not likely,100,3.633
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,5,26,city__true_0,Camille believes it's highly likely that Mount Everest is part of the Himalayas mountain range.,Camille,female,highly likely,100,4.606
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,9,27,city__true_4,"Jessica believes it's somewhat likely that before Delhi, Calcutta was India's capital city.",Jessica,female,somewhat likely,100,6.9190000000000005
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,8,28,city__true_3,Olga believes it's likely that the Great Pyramid of Giza is located in Egypt.,Olga,female,likely,0,5.048
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,2,29,city__false_2,"Mike believes it's highly unlikely that the Colosseum, a famous landmark in Rome, was originally built as an Cathedral.",Mike,male,highly unlikely,0,4.496
GoMHE8H03sUiz5IlD5iyRVpH81C2,5ef319f3058d7f0178266918,663a524735777c96c944466c,12__c01h01s01,485.515,29,30,science__true_4,Bruce believes it's not likely that the moon is the closest astronomical object to the Earth.,Bruce,male,not likely,100,4.025
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,18,1,history_of_art__true_3,Catherine believes it's very unlikely that Jackson Pollock is a 20th century artist nicknamed Jack The Dripper.,Catherine,female,very unlikely,20,22.439
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,11,2,history_of_art__false_1,Nick believes it's somewhat likely that the Scream is the best known painting by Jackson Pollock.,Nick,male,somewhat likely,80,7.577
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,2,3,city__false_2,"Mike believes it's doubtful that the Colosseum, a famous landmark in Rome, was originally built as an Cathedral.",Mike,male,doubtful,20,11.255
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,26,4,science__true_1,Bonnie believes it's somewhat likely that the branch of science concerned with fossil animals and plants is called Paleontology.,Bonnie,female,somewhat likely,80,12.034
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,19,5,history_of_art__true_4,Gabriela believes it's highly unlikely that The Thinker is a sculpture by Auguste Rodin.,Gabriela,female,highly unlikely,10,10.753
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,24,6,science__false_4,Ethel believes it's probable that Gus Grissom was the first man to set foot on the moon.,Ethel,female,probable,60,15.336
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,9,7,city__true_4,"Jessica believes it's probable that before Delhi, Calcutta was India's capital city.",Jessica,female,probable,60,11.807
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,5,8,city__true_0,Camille believes Mount Everest is part of the Himalayas mountain range.,Camille,female,control,80,18.743000000000002
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,14,9,history_of_art__false_4,Cheri believes it's possible that the painter Frida Kahlo was Australian.,Cheri,female,possible,70,13.131
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,29,10,science__true_4,Bruce believes it's possible that the moon is the closest astronomical object to the Earth.,Bruce,male,possible,35,11.044
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,8,11,city__true_3,Olga believes it's very likely that the Great Pyramid of Giza is located in Egypt.,Olga,female,very likely,85,14.736
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,13,12,history_of_art__false_3,Jeffery believes it's uncertain that Pablo Picasso was a major force in Pop Art.,Jeffery,male,uncertain,20,17.973
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,7,13,city__true_2,Kenny believes it's highly likely that the Statue of Liberty is green.,Kenny,male,highly likely,90,8.493
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,27,14,science__true_2,Silvia believes it's somewhat unlikely that the white domestic pigeon symbolizes peace.,Silvia,female,somewhat unlikely,15,11.474
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,28,15,science__true_3,Laura believes it's uncertain that there are more different species of insects than any other type of animal.,Laura,female,uncertain,25,29.343
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,20,16,science__false_0,Violet believes carbon monoxide's chemical formula is H2O.,Violet,female,control,80,10.068
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,25,17,science__true_0,Amanda believes it's likely that the largest planet in the solar system is Jupiter.,Amanda,female,likely,85,8.279
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,3,18,city__false_3,Lance believes it's very unlikely that New York is known as the Big Orange.,Lance,male,very unlikely,10,7.9350000000000005
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,0,19,city__false_0,Marco believes it's unlikely that Big Ben is located in Berlin.,Marco,male,unlikely,15,10.516
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,21,20,science__false_1,Raul believes it's almost certain that oG is a measure of the acidity or basicity of a substance.,Raul,male,almost certain,90,19.361
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,17,21,history_of_art__true_2,Tara believes it's doubtful that the Renaissance and the Risorgimento are two major historical events in Italy.,Tara,female,doubtful,10,9.719
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,4,22,city__false_4,Isaac believes it's highly unlikely that the UK Prime Minister lives in the White House.,Isaac,male,highly unlikely,5,14.365
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,12,23,history_of_art__false_2,Brendan believes it's somewhat unlikely that Frida Kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,Brendan,male,somewhat unlikely,20,16.282
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,22,24,science__false_2,Nathan believes it's highly likely that the nearest planet to the sun is Mars.,Nathan,male,highly likely,95,11.002
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,6,25,city__true_1,Roxanne believes it's almost certain that the Eiffel Tower is made of iron.,Roxanne,female,almost certain,95,7.089
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,16,26,history_of_art__true_1,David believes it's not likely that the Renaissance took place in Europe.,David,male,not likely,10,7.505
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,10,27,history_of_art__false_0,Jacquelyn believes it's likely that the Mona Lisa is a famous painting by Tintoretto.,Jacquelyn,female,likely,75,9.595
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,1,28,city__false_1,Gary believes it's not likely that Great Britain directly borders 2 countries.,Gary,male,not likely,15,24.507
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,23,29,science__false_3,Joey believes it's very likely that Africa is the only continent without grasslands.,Joey,male,very likely,85,11.401
WdfgY5KbxMhwT9BzIkQSXKfjz2u1,643d681fb11898ee6b771ccf,663a5248bfe60bee5a014430,10__c01h01s01,670.357,15,30,history_of_art__true_0,Johnnie believes it's unlikely that pointillism is the technique of applying paint in small dots.,Johnnie,male,unlikely,15,10.858
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,0,1,city__false_0,Marco believes Big Ben is located in Berlin.,Marco,male,control,60,138.163
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,23,2,science__false_3,Joey believes it's uncertain that Africa is the only continent without grasslands.,Joey,male,uncertain,50,116.67
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,13,3,history_of_art__false_3,Jeffery believes it's very unlikely that Pablo Picasso was a major force in Pop Art.,Jeffery,male,very unlikely,20,15.289
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,12,4,history_of_art__false_2,Brendan believes it's doubtful that Frida Kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,Brendan,male,doubtful,20,10.508000000000001
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,27,5,science__true_2,Silvia believes it's doubtful that the white domestic pigeon symbolizes peace.,Silvia,female,doubtful,25,8.82
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,9,6,city__true_4,"Jessica believes it's possible that before Delhi, Calcutta was India's capital city.",Jessica,female,possible,65,23.938
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,28,7,science__true_3,Laura believes it's very unlikely that there are more different species of insects than any other type of animal.,Laura,female,very unlikely,10,7.898000000000001
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,4,8,city__false_4,Isaac believes it's probable that the UK Prime Minister lives in the White House.,Isaac,male,probable,70,4.228
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,10,9,history_of_art__false_0,Jacquelyn believes it's unlikely that the Mona Lisa is a famous painting by Tintoretto.,Jacquelyn,female,unlikely,25,4.871
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,16,10,history_of_art__true_1,David believes it's almost certain that the Renaissance took place in Europe.,David,male,almost certain,95,4.611
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,22,11,science__false_2,Nathan believes it's somewhat unlikely that the nearest planet to the sun is Mars.,Nathan,male,somewhat unlikely,25,6.647
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,5,12,city__true_0,Camille believes it's likely that Mount Everest is part of the Himalayas mountain range.,Camille,female,likely,70,5.244
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,18,13,history_of_art__true_3,Catherine believes it's very likely that Jackson Pollock is a 20th century artist nicknamed Jack The Dripper.,Catherine,female,very likely,20,3.943
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,8,14,city__true_3,Olga believes it's uncertain that the Great Pyramid of Giza is located in Egypt.,Olga,female,uncertain,100,2.928
GIywXgSjNMUPy1O8drdILIKGx5E3,6625c13dc39e9d15b84e26c1,663a524925e6f3696378da78,0__c01h01s01,644.552,20,15,science__false_0,Violet believes it's likely that carbon monoxide's chemical formula is H2O.,Violet,female,likely,80,3.787
