,firebase_id,rho,prolific_pid,session_id,sentence_set_id,total_time_taken,question_id,question_index,statement_id,statement_text,name,gender,uncertainty_expression,response,self_response,time_taken,exp_order_int,include_participant,true
33,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,18,4,history_of_art__true_3,Catherine believes it's very unlikely that Jackson Pollock is a 20th century artist nicknamed Jack The Dripper.,Catherine,female,very unlikely,5,60,5.626,0,True,true
34,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,25,5,science__true_0,Amanda believes it's likely that the largest planet in the solar system is Jupiter.,Amanda,female,likely,80,50,7.597,10,True,true
35,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,9,6,city__true_4,"Jessica believes it's probable that before Delhi, Calcutta was India's capital city.",Jessica,female,probable,60,50,9.453,9,True,true
36,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,5,7,city__true_0,Camille believes Mount Everest is part of the Himalayas mountain range.,Camille,female,control,100,100,6.752000000000001,11,True,true
37,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,1,8,city__false_1,Gary believes it's not likely that Great Britain directly borders 2 countries.,Gary,male,not likely,5,50,4.093,3,True,false
38,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,26,9,science__true_1,Bonnie believes it's somewhat likely that the branch of science concerned with fossil animals and plants is called Paleontology.,Bonnie,female,somewhat likely,55,100,9.397,8,True,true
39,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,10,10,history_of_art__false_0,Jacquelyn believes it's likely that the Mona Lisa is a famous painting by Tintoretto.,Jacquelyn,female,likely,90,0,4.832,10,True,false
40,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,27,11,science__true_2,Silvia believes it's somewhat unlikely that the white domestic pigeon symbolizes peace.,Silvia,female,somewhat unlikely,40,100,8.956,5,True,true
41,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,29,12,science__true_4,Bruce believes it's possible that the moon is the closest astronomical object to the Earth.,Bruce,male,possible,50,100,5.2250000000000005,7,True,true
42,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,14,13,history_of_art__false_4,Cheri believes it's possible that the painter Frida Kahlo was Australian.,Cheri,female,possible,50,0,3.97,7,True,false
43,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,15,14,history_of_art__true_0,Johnnie believes it's unlikely that pointillism is the technique of applying paint in small dots.,Johnnie,male,unlikely,10,50,4.755,2,True,true
44,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,7,15,city__true_2,Kenny believes it's highly likely that the Statue of Liberty is green.,Kenny,male,highly likely,95,100,5.317,13,True,true
45,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,12,16,history_of_art__false_2,Brendan believes it's somewhat unlikely that Frida Kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,Brendan,male,somewhat unlikely,40,0,4.539,5,True,false
46,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,24,17,science__false_4,Ethel believes it's probable that Gus Grissom was the first man to set foot on the moon.,Ethel,female,probable,55,0,3.94,9,True,false
47,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,21,18,science__false_1,Raul believes it's almost certain that oG is a measure of the acidity or basicity of a substance.,Raul,male,almost certain,95,0,3.773,14,True,false
48,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,11,19,history_of_art__false_1,Nick believes it's somewhat likely that the Scream is the best known painting by Jackson Pollock.,Nick,male,somewhat likely,55,0,4.316,8,True,false
49,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,19,20,history_of_art__true_4,Gabriela believes it's highly unlikely that The Thinker is a sculpture by Auguste Rodin.,Gabriela,female,highly unlikely,5,10,2.705,1,True,true
50,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,17,21,history_of_art__true_2,Tara believes it's doubtful that the Renaissance and the Risorgimento are two major historical events in Italy.,Tara,female,doubtful,15,75,5.7090000000000005,4,True,true
51,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,22,22,science__false_2,Nathan believes it's highly likely that the nearest planet to the sun is Mars.,Nathan,male,highly likely,95,20,2.662,13,True,false
52,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,23,23,science__false_3,Joey believes it's very likely that Africa is the only continent without grasslands.,Joey,male,very likely,95,0,3.471,12,True,false
53,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,20,24,science__false_0,Violet believes carbon monoxide's chemical formula is H2O.,Violet,female,control,100,0,7.0760000000000005,11,True,false
54,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,28,25,science__true_3,Laura believes it's uncertain that there are more different species of insects than any other type of animal.,Laura,female,uncertain,50,50,6.263999999999999,6,True,true
55,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,2,26,city__false_2,"Mike believes it's doubtful that the Colosseum, a famous landmark in Rome, was originally built as an Cathedral.",Mike,male,doubtful,30,0,7.496,4,True,false
56,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,8,27,city__true_3,Olga believes it's very likely that the Great Pyramid of Giza is located in Egypt.,Olga,female,very likely,95,100,3.0610000000000004,12,True,true
57,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,4,28,city__false_4,Isaac believes it's highly unlikely that the UK Prime Minister lives in the White House.,Isaac,male,highly unlikely,5,0,3.023,1,True,false
58,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,6,29,city__true_1,Roxanne believes it's almost certain that the Eiffel Tower is made of iron.,Roxanne,female,almost certain,95,90,2.8089999999999997,14,True,true
59,2ByagTLUhLbRfu078f2w7qScbLn2,0.944784844488151,559ffa9bfdf99b0ad674856a,663bbd45fabf55328b37e617,10__c01h01s01,344.656,16,30,history_of_art__true_1,David believes it's not likely that the Renaissance took place in Europe.,David,male,not likely,0,50,6.176,3,True,true
60,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,19,1,history_of_art__false_4,Gabriela believes it's not likely that The Thinker is a sculpture by Barbara Hepworth.,Gabriela,female,not likely,100,0,19.367,3,True,false
61,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,8,2,city__false_3,Olga believes the Sistine Chapel is located in Egypt.,Olga,female,control,0,0,9.14,11,True,false
62,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,26,3,science__false_1,Bonnie believes it's very likely that the branch of science concerned with fossil animals and plants is called Serology.,Bonnie,female,very likely,65,65,9.092,12,True,false
63,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,28,4,science__false_3,Laura believes it's likely that there are more different species of mammals than any other type of animal.,Laura,female,likely,40,50,20.469,10,True,false
64,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,21,5,science__true_1,Raul believes it's very unlikely that pH is a measure of the acidity or basicity of a substance.,Raul,male,very unlikely,75,50,7.587000000000001,0,True,true
65,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,24,6,science__true_4,Ethel believes it's almost certain that Neil Armstrong was the first man to set foot on the moon.,Ethel,female,almost certain,100,100,8.321,14,True,true
66,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,27,7,science__false_2,Silvia believes it's probable that the white domestic pigeon symbolizes love.,Silvia,female,probable,90,100,19.301,9,True,false
67,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,14,8,history_of_art__true_4,Cheri believes it's somewhat likely that the painter Frida Kahlo was Mexican.,Cheri,female,somewhat likely,85,80,12.434,8,True,true
68,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,9,9,city__false_4,"Jessica believes it's almost certain that before Delhi, Felfotta was India's capital city.",Jessica,female,almost certain,30,50,12.5,14,True,false
69,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,22,10,science__true_2,Nathan believes it's highly unlikely that the nearest planet to the sun is Mercury.,Nathan,male,highly unlikely,0,100,10.696,1,True,true
70,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,17,11,history_of_art__false_2,Tara believes it's possible that the Renaissance and the Risorgimento are two major historical events in the USA.,Tara,female,possible,25,35,15.524,7,True,false
71,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,18,12,history_of_art__false_3,Catherine believes it's unlikely that John Currin is a 20th century artist nicknamed Jack The Dripper.,Catherine,female,unlikely,50,50,12.933,2,True,false
72,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,6,13,city__false_1,Roxanne believes it's very unlikely that the Eiffel Tower is made of aluminium.,Roxanne,female,very unlikely,85,50,13.587,0,True,false
73,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,20,14,science__true_0,Violet believes it's doubtful that water’s chemical formula is H2O.,Violet,female,doubtful,0,100,15.288,4,True,true
74,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,13,15,history_of_art__true_3,Jeffery believes it's likely that Pablo Picasso was a major force in Cubism.,Jeffery,male,likely,100,100,12.061,10,True,true
75,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,4,16,city__true_4,Isaac believes it's not likely that the US president lives in the White House.,Isaac,male,not likely,50,55,7.6560000000000015,3,True,true
76,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,23,17,science__true_3,Joey believes Antarctica is the only continent without grasslands.,Joey,male,control,100,100,16.261,11,True,true
77,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,25,18,science__false_0,Amanda believes it's highly likely that the largest planet in the solar system is Earth.,Amanda,female,highly likely,0,0,10.527999999999999,13,True,false
78,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,5,19,city__false_0,Camille believes it's doubtful that Mount Everest is part of the Andes mountain range.,Camille,female,doubtful,25,60,13.702,4,True,false
79,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,16,20,history_of_art__false_1,David believes it's uncertain that the Renaissance took place in Asia.,David,male,uncertain,75,25,17.865000000000006,6,True,false
80,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,11,21,history_of_art__true_1,Nick believes it's very likely that the Scream is the best known painting by Edvard Munch.,Nick,male,very likely,100,100,28.143,12,True,true
81,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,3,22,city__true_3,Lance believes it's unlikely that New York is known as the Big Apple.,Lance,male,unlikely,0,100,7.542999999999999,2,True,true
82,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,10,23,history_of_art__true_0,Jacquelyn believes it's highly likely that the Mona Lisa is a famous painting by Leonardo da Vinci.,Jacquelyn,female,highly likely,100,100,16.433,13,True,true
83,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,0,24,city__true_0,Marco believes it's somewhat unlikely that Big Ben is located in London.,Marco,male,somewhat unlikely,0,100,8.622,5,True,true
84,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,1,25,city__true_1,Gary believes it's uncertain that Great Britain directly borders 0 countries.,Gary,male,uncertain,50,50,14.187999999999999,6,True,true
85,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,29,26,science__false_4,Bruce believes it's somewhat likely that the sun is the closest astronomical object to the Earth.,Bruce,male,somewhat likely,50,85,13.187000000000001,8,True,false
86,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,7,27,city__false_2,Kenny believes it's highly unlikely that the Statue of Liberty is black.,Kenny,male,highly unlikely,80,35,12.164000000000001,1,True,false
87,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,2,28,city__true_2,"Mike believes it's possible that the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.",Mike,male,possible,60,0,9.055,7,True,true
88,2mXab1qsUgSmkJRgAdAnneiNIju2,0.23538553620031177,5b5a822e1ad8270001c4f28d,663bad6e7e68b9d3ce728ab8,7__c10h10s10,927.94,12,29,history_of_art__true_2,Brendan believes it's probable that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,Brendan,male,probable,100,100,12.884,9,True,true
